id,date,user,text,retweet_count,favorite_count,location
1232915055554920449,2020-02-27 06:27:10,putuliza,"Iran has 19 deaths and 139 cases so far; no plans to quarantine any cities and towns.

""Algeria, Brazil and Pakista… https://t.co/7shhzvX03N",0,0,
1232915042913411078,2020-02-27 06:27:07,maltsevaleks,everything I say about the #coronavirus is becoming true in 2-3 days so I better shut up #CoronavirusOutbreak… https://t.co/I3knFGtyDF,0,0,Haague
1232915034826690560,2020-02-27 06:27:05,Words77Seven,@marcorubio Quick Marco gimme a bible quote that I can rub on myself to protect me from the #COVID19,0,0,United States
1232915010076184576,2020-02-27 06:26:59,ape_noble,@Education4Libs #COVID19 is the biggest threat to @realDonaldTrump and is likely to get us #Medicare4All,0,0,
1232915000810823680,2020-02-27 06:26:57,ShafarSham,"1st Case of #coronavirus confirmed in #Estonia.
#CoronaOutbreak #COVID19 https://t.co/ODJTQXDxo4",0,0,Sri Lanka
1232914995224158209,2020-02-27 06:26:55,HronTrevor,It’s sad and scary to say but we may have 100’s or even 1000’s more #COVID19 #CoronavirusOutbreak #coronavirus… https://t.co/VTGjBV0ufg,0,0,"Higgins, Tx"
1232914968888082432,2020-02-27 06:26:49,Willytoroitich,The case of Kenyan government allowing Chinese to enter Kenya is murder. What kind of ignorance is this? SAD!!!… https://t.co/NmNjTneqTo,0,0,"Kitale, Kenya"
1232914935476174848,2020-02-27 06:26:41,YuenWaiLoon,"• Total Cases = 82,183
• Total Death = 2,804
• Total Countries Affected = 48
• Incubation Period = up to 27 days… https://t.co/OSiidi9cMy",0,0,
1232914934192910336,2020-02-27 06:26:41,drmglueck,Definitely a good and sensible moves. Hope the best to get quickly through this phase. #coronavirus #covid19… https://t.co/mswpzOMIE2,0,0,"Dubai, United Arab Emirates"
1232914902563483648,2020-02-27 06:26:33,jean2loup,"Tried to step up the #virtualclass #vc with some basic #modelmaking session.
#COVID19 #teachingandlearning never st… https://t.co/lgFcl0urZQ",0,0,Republic of Korea
1232914901779263488,2020-02-27 06:26:33,stevetsa1,Awesome-microbes on Github contains a curated list of publicly available 2019 novel #coronavirus and… https://t.co/3sThRDrgm1,0,0,
1232914858183741440,2020-02-27 06:26:23,AlexWitzleben,#coronavirus: Trump says risk to US is 'very low' as Australia enacts emergency plan. #Trump predicted that the num… https://t.co/g4MUfuGMFX,1,0,Brussels
1232914832455655424,2020-02-27 06:26:17,SantaInc,My biggest fear about wearing a face mask in public to avoid coronavirus is ending up as a stock photo for coronavi… https://t.co/VpaMXgLuBs,0,1,"North Pole/Los Angeles, CA"
1232914823756894208,2020-02-27 06:26:15,tinamarief49,"Come on Twitter ppl do your thing make this go viral! These ppl are barbaric, they dont care abt the dogs, each oth… https://t.co/wevE1Dg13g",0,0,
1232914818916659201,2020-02-27 06:26:13,reynard1978,@BBCBreakfast I am not affected by this but I was wondering if those confined in hotels abroad due to #COVID19 will… https://t.co/6mSsUBzbz3,0,0,"Mexborough, England"
1232914818581114880,2020-02-27 06:26:13,topgold,Our personal strategy for avoiding common flu or the novel COVID-19 is to (1) stay calm because when you catch cold… https://t.co/A0UC0zrKOA,0,1,Ireland
1232914779561349121,2020-02-27 06:26:04,X14Eagle,"EXCLUSIVE:
Doctor Donny 
@realDonaldTrump and @TheBlueHouseENG
 postpone joint military exercises. #COVID19… https://t.co/tDs3kOD6GR",0,0,Space Galaxy
1232914777967480832,2020-02-27 06:26:04,Aladeen9991,#COVIDー19 #coronavirusus #DelhiRiots2020 #FirstDates #COVID19 #CoronavirusOutbreak #BernieSanders… https://t.co/gDTBuuWBrL,0,0,
1232914773257445376,2020-02-27 06:26:03,JonahofNinevah,"100 per day. 

South Korea is turning around 6,000 per day on (rough) average. 

If you actually believe we’re inca… https://t.co/pgr6XIwLRT",0,2,
1232914755796508674,2020-02-27 06:25:58,RadioKhendoFM,Heavy criticism of the Kenyan Government after a Chinese plane was allowed to land at the #JKIA yesterday #COVID19… https://t.co/5nidM2mpi2,0,0,"Bungoma, Kenya"
1232914722779009024,2020-02-27 06:25:51,DrEricDing,Why the heck is the #COVID19 infected Deputy Health Minister of Iran (self declared infected) coughing and still ta… https://t.co/MYoh3mTcYB,4,12,VA & Washington DC
1232914722779009024,2020-02-27 06:25:51,DrEricDing,Why the heck is the #COVID19 infected Deputy Health Minister of Iran (self declared infected) coughing and still ta… https://t.co/MYoh3mTcYB,4,12,VA & Washington DC
1232914716416258049,2020-02-27 06:25:49,way_liberty,"""It's Crazy"" - Pandemic Potential Crushes 'Chinatowns' Worldwide https://t.co/PNSvoOxfPy #SARSCoV2 #COVID19",0,0,
1232914634824249345,2020-02-27 06:25:30,Scottipton,but does anyone know anyone first or even second hand personally that has the #COVID19 #virus,0,0,Los Angeles
1232914621117456384,2020-02-27 06:25:26,styleconnectio8,"If you LOVE SATIN, there's more😎😉
Go to https://t.co/Z1LF2uLrdE
📞 0731077775

We deliver within Kenya right to your… https://t.co/q7ZjsNHhit",0,0,
1232914606496133122,2020-02-27 06:25:23,jeremyhsu,There is a reason that it took the better part of a week before CDC finally did the testing that confirmed the firs… https://t.co/t07ywDDo6s,0,0,"New York, NY"
1232914587948851201,2020-02-27 06:25:18,TastyVitaminC,@WHO is it pandemic yet ?  Is our window of opportunity still open thanks to Antartica? 🐧 #CoronavirusFrance… https://t.co/1yfLCbVMfu,0,0,Fully Sanitized 😷🧽🧼
1232914572836659201,2020-02-27 06:25:15,LeeSook17,#마크 #段宜恩 #MarkTuan #Mark #COVID19 @abcnews #VirusCorona #coronavirususa @CDCgov @SanookNews @BBC @CNN @nbc @FoxNews… https://t.co/HZnMc4GtFH,1,0,MarkTuan
1232914568269066240,2020-02-27 06:25:14,BPPubs,"This thread not only contains a lot of info that should outrage each &amp; every one of us, but also has some good basi… https://t.co/O4joCxSjL5",0,0,"Olympic Peninsula, Washington "
1232914555136815104,2020-02-27 06:25:11,__cavin,"#COVID19 
Feb. 27, 2020  02:25:04 PM GMT +08:00
Cases: 82,186, Deaths: 2,804, Recovered: 32,904
New Updates:
Estonia: Cases: 1",0,0,Republic of the Philippines
1232914553823997952,2020-02-27 06:25:10,elwimjbr,@WHO @WHOThailand thanks for the updates on #COVID19 highly informative,0,0,
1232914541547315200,2020-02-27 06:25:07,minamaya13,More new #coronavirus cases outside #China than inside says #WHO: Latest figures on new infections suggest #Beijing… https://t.co/SEZP3bjgs6,0,0,Europe
1232914526066139137,2020-02-27 06:25:04,Zane16996000,#COVID19 @HealthZA @HomeAffairsSA when are we going to start restricting travel from countries affected by #coronavirus ?,0,0,South Africa
1232914521376710656,2020-02-27 06:25:02,newswatch,@realDonaldTrump Shouldn't you be learning / caring more about #COVID19 than about nursing your shame over being ca… https://t.co/MtlRgMdymB,0,0,United States
